,Measurement Basis,TT,TR,RT,RR
0,H,126545,4488,126560,3894
1,D,86879,43648,82914,35981
2,R,63179,67777,69732,46671
3,V,4182,126037,6797,89984
4,A,42337,87716,42298,65915
5,L,66072,63994,53021,57884
