theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
2.356194490192345,0.39269908169872414,36.46945019723118,67.94441752552657,-32.762330521646426,-67.57351645966729,2,10,32.7C
