data_dir,C,SB,DB_V,DB_H,N
2025-07-07--14h-37m-06s,5.0,40.0,111.0,4.0,160.0
2025-07-07--14h-37m-06s,10.0,32.0,113.0,5.0,160.0
2025-07-07--14h-37m-06s,12.0,25.0,123.0,0.0,160.0
2025-07-07--14h-37m-06s,12.0,35.0,110.0,3.0,160.0
2025-07-07--14h-37m-06s,6.0,39.0,111.0,4.0,160.0
2025-07-07--14h-37m-06s,11.0,37.0,109.0,3.0,160.0
2025-07-07--14h-37m-06s,9.0,33.0,114.0,4.0,160.0
2025-07-07--14h-37m-06s,9.0,39.0,107.0,5.0,160.0
2025-07-07--14h-37m-06s,13.0,38.0,104.0,5.0,160.0
2025-07-07--14h-37m-06s,9.0,29.0,117.0,5.0,160.0
2025-07-07--14h-37m-06s,13.0,36.0,107.0,4.0,160.0
2025-07-07--14h-37m-06s,13.0,28.0,113.0,6.0,160.0
2025-07-07--14h-37m-06s,10.0,38.0,111.0,1.0,160.0
2025-07-07--14h-37m-06s,5.0,41.0,109.0,5.0,160.0
2025-07-07--14h-37m-06s,7.0,38.0,111.0,4.0,160.0
2025-07-07--14h-37m-06s,9.0,43.0,107.0,1.0,160.0
2025-07-07--14h-37m-06s,9.0,38.0,108.0,5.0,160.0
2025-07-07--14h-37m-06s,9.0,42.0,104.0,5.0,160.0
2025-07-07--14h-37m-06s,5.0,36.0,117.0,2.0,160.0
2025-07-07--14h-37m-06s,11.0,34.0,113.0,2.0,160.0
2025-07-07--14h-37m-06s,15.0,30.0,110.0,5.0,160.0
2025-07-07--14h-37m-06s,11.0,31.0,110.0,8.0,160.0
2025-07-07--14h-37m-06s,8.0,36.0,112.0,4.0,160.0
2025-07-07--14h-37m-06s,9.0,32.0,112.0,7.0,160.0
2025-07-07--14h-37m-06s,7.0,40.0,110.0,3.0,160.0
2025-07-07--14h-37m-06s,14.0,35.0,108.0,3.0,160.0
2025-07-07--14h-37m-06s,5.0,48.0,103.0,4.0,160.0
2025-07-07--14h-37m-06s,11.0,29.0,110.0,10.0,160.0
2025-07-07--14h-37m-06s,15.0,27.0,117.0,1.0,160.0
2025-07-07--14h-37m-06s,16.0,34.0,106.0,4.0,160.0
2025-07-07--14h-37m-06s,13.0,38.0,107.0,2.0,160.0
2025-07-07--14h-37m-06s,8.0,24.0,123.0,5.0,160.0
2025-07-07--14h-37m-06s,11.0,36.0,111.0,2.0,160.0
2025-07-07--14h-37m-06s,8.0,34.0,115.0,3.0,160.0
2025-07-07--14h-37m-06s,10.0,36.0,112.0,2.0,160.0
2025-07-07--14h-37m-06s,13.0,35.0,109.0,3.0,160.0
2025-07-07--14h-37m-06s,10.0,35.0,110.0,5.0,160.0
2025-07-07--14h-37m-06s,5.0,41.0,109.0,5.0,160.0
2025-07-07--14h-37m-06s,11.0,36.0,113.0,0.0,160.0
2025-07-07--14h-37m-06s,10.0,33.0,109.0,8.0,160.0
2025-07-07--14h-37m-06s,5.0,40.0,111.0,4.0,160.0
2025-07-07--14h-37m-06s,8.0,33.0,115.0,4.0,160.0
2025-07-07--14h-37m-06s,11.0,35.0,110.0,4.0,160.0
2025-07-07--14h-37m-06s,16.0,36.0,105.0,3.0,160.0
2025-07-07--14h-37m-06s,10.0,41.0,107.0,2.0,160.0
2025-07-07--14h-37m-06s,5.0,34.0,116.0,5.0,160.0
2025-07-07--14h-37m-06s,6.0,37.0,111.0,6.0,160.0
2025-07-07--14h-37m-06s,14.0,30.0,114.0,2.0,160.0
2025-07-07--14h-37m-06s,12.0,38.0,107.0,3.0,160.0
2025-07-07--14h-37m-06s,11.0,29.0,116.0,4.0,160.0
2025-07-07--14h-37m-06s,9.0,32.0,115.0,4.0,160.0
2025-07-07--14h-37m-06s,7.0,34.0,117.0,2.0,160.0
2025-07-07--14h-37m-06s,15.0,28.0,115.0,2.0,160.0
2025-07-07--14h-37m-06s,8.0,38.0,111.0,3.0,160.0
2025-07-07--14h-37m-06s,12.0,32.0,111.0,5.0,160.0
2025-07-07--14h-37m-06s,9.0,39.0,108.0,4.0,160.0
2025-07-07--14h-37m-06s,14.0,37.0,103.0,6.0,160.0
2025-07-07--14h-37m-06s,10.0,39.0,109.0,2.0,160.0
2025-07-07--14h-37m-06s,14.0,38.0,103.0,5.0,160.0
2025-07-07--14h-37m-06s,10.0,34.0,114.0,2.0,160.0
2025-07-07--14h-37m-06s,10.0,31.0,114.0,5.0,160.0
2025-07-07--14h-37m-06s,6.0,45.0,108.0,1.0,160.0
2025-07-07--14h-37m-06s,8.0,30.0,118.0,4.0,160.0
2025-07-07--14h-37m-06s,11.0,43.0,104.0,2.0,160.0
2025-07-07--14h-37m-06s,16.0,44.0,96.0,4.0,160.0
2025-07-07--14h-37m-06s,10.0,37.0,110.0,3.0,160.0
2025-07-07--14h-37m-06s,6.0,32.0,114.0,8.0,160.0
2025-07-07--14h-37m-06s,10.0,39.0,108.0,3.0,160.0
2025-07-07--14h-37m-06s,7.0,31.0,120.0,2.0,160.0
2025-07-07--14h-37m-06s,6.0,33.0,119.0,2.0,160.0
2025-07-07--14h-37m-06s,13.0,40.0,107.0,0.0,160.0
2025-07-07--14h-37m-06s,13.0,45.0,94.0,8.0,160.0
2025-07-07--14h-37m-06s,10.0,33.0,113.0,4.0,160.0
2025-07-07--14h-37m-06s,12.0,39.0,106.0,3.0,160.0
2025-07-07--14h-37m-06s,6.0,32.0,115.0,7.0,160.0
2025-07-07--14h-37m-06s,16.0,32.0,107.0,5.0,160.0
2025-07-07--14h-37m-06s,12.0,33.0,114.0,1.0,160.0
2025-07-07--14h-37m-06s,9.0,39.0,107.0,5.0,160.0
2025-07-07--14h-37m-06s,10.0,26.0,119.0,5.0,160.0
2025-07-07--14h-37m-06s,10.0,30.0,116.0,4.0,160.0
2025-07-07--14h-37m-06s,20.0,37.0,99.0,4.0,160.0
2025-07-07--14h-37m-06s,9.0,38.0,111.0,2.0,160.0
2025-07-07--14h-37m-06s,8.0,29.0,119.0,4.0,160.0
2025-07-07--14h-37m-06s,10.0,32.0,114.0,4.0,160.0
2025-07-07--14h-37m-06s,14.0,30.0,115.0,1.0,160.0
2025-07-07--14h-37m-06s,11.0,33.0,114.0,2.0,160.0
2025-07-07--14h-37m-06s,13.0,41.0,103.0,3.0,160.0
2025-07-07--14h-37m-06s,13.0,37.0,103.0,7.0,160.0
2025-07-07--14h-37m-06s,10.0,38.0,109.0,3.0,160.0
2025-07-07--14h-37m-06s,10.0,39.0,106.0,5.0,160.0
2025-07-07--14h-37m-06s,10.0,37.0,110.0,3.0,160.0
2025-07-07--14h-37m-06s,14.0,34.0,107.0,5.0,160.0
2025-07-07--14h-37m-06s,6.0,34.0,118.0,2.0,160.0
2025-07-07--14h-37m-06s,7.0,37.0,114.0,2.0,160.0
2025-07-07--14h-37m-06s,12.0,37.0,107.0,4.0,160.0
2025-07-07--14h-37m-06s,7.0,36.0,114.0,3.0,160.0
2025-07-07--14h-37m-06s,11.0,31.0,113.0,5.0,160.0
2025-07-07--14h-37m-06s,12.0,33.0,110.0,5.0,160.0
2025-07-07--14h-37m-06s,8.0,48.0,102.0,2.0,160.0
2025-07-07--14h-37m-06s,19.0,34.0,106.0,1.0,160.0
2025-07-07--14h-37m-06s,12.0,34.0,110.0,4.0,160.0
2025-07-07--14h-37m-06s,11.0,29.0,111.0,9.0,160.0
2025-07-07--14h-37m-06s,15.0,34.0,109.0,2.0,160.0
2025-07-07--14h-37m-06s,11.0,37.0,110.0,2.0,160.0
2025-07-07--14h-37m-06s,8.0,32.0,112.0,8.0,160.0
2025-07-07--14h-37m-06s,8.0,36.0,114.0,2.0,160.0
2025-07-07--14h-37m-06s,11.0,31.0,111.0,7.0,160.0
2025-07-07--14h-37m-06s,12.0,39.0,105.0,4.0,160.0
2025-07-07--14h-37m-06s,10.0,35.0,112.0,3.0,160.0
2025-07-07--14h-37m-06s,10.0,37.0,112.0,1.0,160.0
2025-07-07--14h-37m-06s,8.0,24.0,124.0,4.0,160.0
2025-07-07--14h-37m-06s,14.0,35.0,104.0,7.0,160.0
2025-07-07--14h-37m-06s,13.0,26.0,119.0,2.0,160.0
2025-07-07--14h-37m-06s,7.0,48.0,98.0,7.0,160.0
2025-07-07--14h-37m-06s,16.0,31.0,109.0,4.0,160.0
2025-07-07--14h-37m-06s,11.0,38.0,109.0,2.0,160.0
2025-07-07--14h-37m-06s,11.0,37.0,106.0,6.0,160.0
2025-07-07--14h-37m-06s,9.0,35.0,112.0,4.0,160.0
