,Measurement Basis,TT,TR,RT,RR
0,H,69502,56952,69556,47027
1,D,109204,16513,89934,33166
2,R,102964,22017,127100,4953
3,V,57033,68966,67582,49698
4,A,15762,109705,42955,68441
5,L,21821,104429,5141,96752
