Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,82617,16949,116804,14267,199421,31216
1,D,81567,19187,97838,29341,179405,48528
2,R,57337,49514,94926,32328,152263,81842
3,V,14414,99321,21693,88161,36107,187482
4,A,15458,97970,32947,81553,48405,179523
5,L,40268,69113,34991,79726,75259,148839
