Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,331,115260,740,95182,1071,210442
1,D,59894,57630,71009,48242,130903,105872
2,R,61559,56113,75502,44935,137061,101048
3,V,116356,504,134986,1134,251342,1638
4,A,57707,59569,67951,49106,125658,108675
5,L,55829,60653,66187,50811,122016,111464
