theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
1.5707963267948966,1.0602875205865552,26.049999999999997,45.0,-1.924999999999982,-44.999999999999964,5e-05,30000
