data_dir,C,SB,DB_V,DB_H,N
2025-07-03--16h-36m-39s,21.0,18.0,7.0,114.0,160.0
2025-07-03--16h-36m-39s,20.0,20.0,3.0,117.0,160.0
2025-07-03--16h-36m-39s,17.0,13.0,4.0,126.0,160.0
2025-07-03--16h-36m-39s,21.0,22.0,3.0,114.0,160.0
2025-07-03--16h-36m-39s,19.0,17.0,1.0,123.0,160.0
2025-07-03--16h-36m-39s,26.0,12.0,1.0,121.0,160.0
2025-07-03--16h-36m-39s,24.0,20.0,4.0,112.0,160.0
2025-07-03--16h-36m-39s,20.0,21.0,7.0,112.0,160.0
2025-07-03--16h-36m-39s,17.0,23.0,4.0,116.0,160.0
2025-07-03--16h-36m-39s,20.0,17.0,4.0,119.0,160.0
2025-07-03--16h-36m-39s,20.0,13.0,9.0,118.0,160.0
2025-07-03--16h-36m-39s,14.0,21.0,4.0,121.0,160.0
2025-07-03--16h-36m-39s,16.0,23.0,2.0,119.0,160.0
2025-07-03--16h-36m-39s,17.0,18.0,4.0,121.0,160.0
2025-07-03--16h-36m-39s,19.0,19.0,0.0,122.0,160.0
2025-07-03--16h-36m-39s,19.0,21.0,6.0,114.0,160.0
2025-07-03--16h-36m-39s,17.0,15.0,3.0,125.0,160.0
2025-07-03--16h-36m-39s,18.0,15.0,2.0,125.0,160.0
2025-07-03--16h-36m-39s,23.0,21.0,6.0,110.0,160.0
2025-07-03--16h-36m-39s,25.0,15.0,2.0,118.0,160.0
2025-07-03--16h-36m-39s,16.0,16.0,3.0,125.0,160.0
2025-07-03--16h-36m-39s,14.0,14.0,4.0,128.0,160.0
2025-07-03--16h-36m-39s,26.0,20.0,5.0,109.0,160.0
2025-07-03--16h-36m-39s,18.0,14.0,6.0,122.0,160.0
2025-07-03--16h-36m-39s,25.0,18.0,8.0,109.0,160.0
2025-07-03--16h-36m-39s,14.0,23.0,0.0,123.0,160.0
2025-07-03--16h-36m-39s,14.0,19.0,5.0,122.0,160.0
2025-07-03--16h-36m-39s,22.0,17.0,4.0,117.0,160.0
2025-07-03--16h-36m-39s,12.0,20.0,8.0,120.0,160.0
2025-07-03--16h-36m-39s,21.0,12.0,1.0,126.0,160.0
2025-07-03--16h-36m-39s,16.0,20.0,3.0,121.0,160.0
2025-07-03--16h-36m-39s,29.0,15.0,4.0,112.0,160.0
2025-07-03--16h-36m-39s,18.0,17.0,0.0,125.0,160.0
2025-07-03--16h-36m-39s,19.0,13.0,3.0,125.0,160.0
2025-07-03--16h-36m-39s,15.0,18.0,3.0,124.0,160.0
2025-07-03--16h-36m-39s,15.0,19.0,3.0,123.0,160.0
2025-07-03--16h-36m-39s,28.0,19.0,2.0,111.0,160.0
2025-07-03--16h-36m-39s,24.0,25.0,1.0,110.0,160.0
2025-07-03--16h-36m-39s,25.0,26.0,5.0,104.0,160.0
2025-07-03--16h-36m-39s,21.0,11.0,2.0,126.0,160.0
2025-07-03--16h-36m-39s,17.0,16.0,3.0,124.0,160.0
2025-07-03--16h-36m-39s,25.0,28.0,4.0,103.0,160.0
2025-07-03--16h-36m-39s,14.0,24.0,3.0,119.0,160.0
2025-07-03--16h-36m-39s,21.0,15.0,2.0,122.0,160.0
2025-07-03--16h-36m-39s,24.0,18.0,7.0,111.0,160.0
2025-07-03--16h-36m-39s,18.0,20.0,3.0,119.0,160.0
2025-07-03--16h-36m-39s,23.0,19.0,5.0,113.0,160.0
2025-07-03--16h-36m-39s,23.0,19.0,1.0,117.0,160.0
2025-07-03--16h-36m-39s,16.0,17.0,6.0,121.0,160.0
2025-07-03--16h-36m-39s,26.0,13.0,2.0,119.0,160.0
2025-07-03--16h-36m-39s,20.0,10.0,7.0,123.0,160.0
2025-07-03--16h-36m-39s,20.0,16.0,6.0,118.0,160.0
2025-07-03--16h-36m-39s,24.0,17.0,4.0,115.0,160.0
2025-07-03--16h-36m-39s,21.0,9.0,6.0,124.0,160.0
2025-07-03--16h-36m-39s,22.0,14.0,2.0,122.0,160.0
2025-07-03--16h-36m-39s,16.0,14.0,3.0,127.0,160.0
2025-07-03--16h-36m-39s,29.0,13.0,4.0,114.0,160.0
2025-07-03--16h-36m-39s,24.0,18.0,6.0,112.0,160.0
2025-07-03--16h-36m-39s,21.0,16.0,5.0,118.0,160.0
2025-07-03--16h-36m-39s,16.0,22.0,1.0,121.0,160.0
2025-07-03--16h-36m-39s,22.0,11.0,3.0,124.0,160.0
2025-07-03--16h-36m-39s,25.0,21.0,1.0,113.0,160.0
2025-07-03--16h-36m-39s,17.0,21.0,8.0,114.0,160.0
2025-07-03--16h-36m-39s,16.0,16.0,0.0,128.0,160.0
2025-07-03--16h-36m-39s,24.0,18.0,5.0,113.0,160.0
2025-07-03--16h-36m-39s,18.0,14.0,0.0,128.0,160.0
2025-07-03--16h-36m-39s,15.0,23.0,1.0,121.0,160.0
2025-07-03--16h-36m-39s,23.0,13.0,5.0,119.0,160.0
