theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
2.638937829015426,0.7853981633974483,39.68281124727067,75.97214944344287,-34.729593074446704,-80.41982595755061,10
