,Measurement Basis,TT,TR,RT,RR
0,H,137039,5512,170161,4725
1,D,97126,48033,107322,55446
2,R,78209,66326,105199,56589
3,V,5453,141643,11861,127068
4,A,45790,100199,67024,87043
5,L,63031,82131,65748,87454
