,Measurement Basis,TT,TR,RT,RR
0,H,82192,18166,114857,16084
1,D,76139,26240,83017,41174
2,R,70808,32865,106811,22325
3,V,15552,98474,22379,87085
4,A,21184,91415,48635,68384
5,L,27365,85555,22740,89776
