,Measurement Basis,TT,TR,RT,RR
0,H,40498,38276,46650,32249
1,D,63864,10836,61094,22479
2,R,60181,15230,85978,3341
3,V,32679,46594,45391,33504
4,A,9030,73876,28807,45698
5,L,12806,69825,3459,64716
