Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,40498,38276,46650,32249,87148,70525
1,D,63864,10836,61094,22479,124958,33315
2,R,60181,15230,85978,3341,146159,18571
3,V,32679,46594,45391,33504,78070,80098
4,A,9030,73876,28807,45698,37837,119574
5,L,12806,69825,3459,64716,16265,134541
