detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,1,2025-05-23--16h-54m-32s-085902
9,11,SB,0,0,2025-05-23--16h-54m-32s-085902
9,10,SB,0,0,2025-05-23--16h-54m-32s-085902
11,12,SB,0,0,2025-05-23--16h-54m-32s-085902
10,12,SB,0,0,2025-05-23--16h-54m-32s-085902
10,11,DB_V,0,0,2025-05-23--16h-54m-32s-085902
1,9,C,0,0,2025-05-23--16h-54m-32s-085902
1,12,C,0,0,2025-05-23--16h-54m-32s-085902
1,11,C,0,0,2025-05-23--16h-54m-32s-085902
1,10,C,0,0,2025-05-23--16h-54m-32s-085902
1,4,DB_H,0,1,2025-05-23--16h-54m-32s-085902
1,7,SB,0,0,2025-05-23--16h-54m-32s-085902
1,2,SB,0,0,2025-05-23--16h-54m-32s-085902
4,9,C,0,0,2025-05-23--16h-54m-32s-085902
4,12,C,0,0,2025-05-23--16h-54m-32s-085902
4,11,C,0,0,2025-05-23--16h-54m-32s-085902
4,10,C,0,0,2025-05-23--16h-54m-32s-085902
4,7,SB,0,0,2025-05-23--16h-54m-32s-085902
7,9,C,0,0,2025-05-23--16h-54m-32s-085902
7,12,C,0,0,2025-05-23--16h-54m-32s-085902
7,11,C,0,0,2025-05-23--16h-54m-32s-085902
7,10,C,0,0,2025-05-23--16h-54m-32s-085902
2,9,C,0,0,2025-05-23--16h-54m-32s-085902
2,12,C,0,0,2025-05-23--16h-54m-32s-085902
2,11,C,0,0,2025-05-23--16h-54m-32s-085902
2,10,C,0,0,2025-05-23--16h-54m-32s-085902
2,4,SB,0,0,2025-05-23--16h-54m-32s-085902
2,7,DB_V,0,0,2025-05-23--16h-54m-32s-085902
9,12,DB_H,1,1,2025-05-23--16h-54m-32s-111153
9,11,SB,1,0,2025-05-23--16h-54m-32s-111153
9,10,SB,1,0,2025-05-23--16h-54m-32s-111153
11,12,SB,1,0,2025-05-23--16h-54m-32s-111153
10,12,SB,1,0,2025-05-23--16h-54m-32s-111153
10,11,DB_V,1,0,2025-05-23--16h-54m-32s-111153
1,9,C,1,0,2025-05-23--16h-54m-32s-111153
1,12,C,1,0,2025-05-23--16h-54m-32s-111153
1,11,C,1,0,2025-05-23--16h-54m-32s-111153
1,10,C,1,0,2025-05-23--16h-54m-32s-111153
1,4,DB_H,1,3,2025-05-23--16h-54m-32s-111153
1,7,SB,1,0,2025-05-23--16h-54m-32s-111153
1,2,SB,1,0,2025-05-23--16h-54m-32s-111153
4,9,C,1,0,2025-05-23--16h-54m-32s-111153
4,12,C,1,0,2025-05-23--16h-54m-32s-111153
4,11,C,1,0,2025-05-23--16h-54m-32s-111153
4,10,C,1,0,2025-05-23--16h-54m-32s-111153
4,7,SB,1,0,2025-05-23--16h-54m-32s-111153
7,9,C,1,0,2025-05-23--16h-54m-32s-111153
7,12,C,1,0,2025-05-23--16h-54m-32s-111153
7,11,C,1,0,2025-05-23--16h-54m-32s-111153
7,10,C,1,0,2025-05-23--16h-54m-32s-111153
2,9,C,1,0,2025-05-23--16h-54m-32s-111153
2,12,C,1,0,2025-05-23--16h-54m-32s-111153
2,11,C,1,0,2025-05-23--16h-54m-32s-111153
2,10,C,1,0,2025-05-23--16h-54m-32s-111153
2,4,SB,1,0,2025-05-23--16h-54m-32s-111153
2,7,DB_V,1,0,2025-05-23--16h-54m-32s-111153
9,12,DB_H,2,0,2025-05-23--16h-54m-32s-131300
9,11,SB,2,0,2025-05-23--16h-54m-32s-131300
9,10,SB,2,0,2025-05-23--16h-54m-32s-131300
11,12,SB,2,0,2025-05-23--16h-54m-32s-131300
10,12,SB,2,0,2025-05-23--16h-54m-32s-131300
10,11,DB_V,2,0,2025-05-23--16h-54m-32s-131300
1,9,C,2,0,2025-05-23--16h-54m-32s-131300
1,12,C,2,0,2025-05-23--16h-54m-32s-131300
1,11,C,2,0,2025-05-23--16h-54m-32s-131300
1,10,C,2,0,2025-05-23--16h-54m-32s-131300
1,4,DB_H,2,1,2025-05-23--16h-54m-32s-131300
1,7,SB,2,0,2025-05-23--16h-54m-32s-131300
1,2,SB,2,0,2025-05-23--16h-54m-32s-131300
4,9,C,2,0,2025-05-23--16h-54m-32s-131300
4,12,C,2,0,2025-05-23--16h-54m-32s-131300
4,11,C,2,0,2025-05-23--16h-54m-32s-131300
4,10,C,2,0,2025-05-23--16h-54m-32s-131300
4,7,SB,2,0,2025-05-23--16h-54m-32s-131300
7,9,C,2,0,2025-05-23--16h-54m-32s-131300
7,12,C,2,0,2025-05-23--16h-54m-32s-131300
7,11,C,2,0,2025-05-23--16h-54m-32s-131300
7,10,C,2,0,2025-05-23--16h-54m-32s-131300
2,9,C,2,0,2025-05-23--16h-54m-32s-131300
2,12,C,2,0,2025-05-23--16h-54m-32s-131300
2,11,C,2,0,2025-05-23--16h-54m-32s-131300
2,10,C,2,0,2025-05-23--16h-54m-32s-131300
2,4,SB,2,0,2025-05-23--16h-54m-32s-131300
2,7,DB_V,2,0,2025-05-23--16h-54m-32s-131300
9,12,DB_H,4,2,2025-05-23--16h-54m-32s-169806
9,11,SB,4,0,2025-05-23--16h-54m-32s-169806
9,10,SB,4,0,2025-05-23--16h-54m-32s-169806
11,12,SB,4,0,2025-05-23--16h-54m-32s-169806
10,12,SB,4,0,2025-05-23--16h-54m-32s-169806
10,11,DB_V,4,0,2025-05-23--16h-54m-32s-169806
1,9,C,4,0,2025-05-23--16h-54m-32s-169806
1,12,C,4,0,2025-05-23--16h-54m-32s-169806
1,11,C,4,0,2025-05-23--16h-54m-32s-169806
1,10,C,4,0,2025-05-23--16h-54m-32s-169806
1,4,DB_H,4,2,2025-05-23--16h-54m-32s-169806
1,7,SB,4,0,2025-05-23--16h-54m-32s-169806
1,2,SB,4,0,2025-05-23--16h-54m-32s-169806
4,9,C,4,0,2025-05-23--16h-54m-32s-169806
4,12,C,4,0,2025-05-23--16h-54m-32s-169806
4,11,C,4,0,2025-05-23--16h-54m-32s-169806
4,10,C,4,0,2025-05-23--16h-54m-32s-169806
4,7,SB,4,0,2025-05-23--16h-54m-32s-169806
7,9,C,4,0,2025-05-23--16h-54m-32s-169806
7,12,C,4,0,2025-05-23--16h-54m-32s-169806
7,11,C,4,0,2025-05-23--16h-54m-32s-169806
7,10,C,4,0,2025-05-23--16h-54m-32s-169806
2,9,C,4,0,2025-05-23--16h-54m-32s-169806
2,12,C,4,0,2025-05-23--16h-54m-32s-169806
2,11,C,4,0,2025-05-23--16h-54m-32s-169806
2,10,C,4,0,2025-05-23--16h-54m-32s-169806
2,4,SB,4,0,2025-05-23--16h-54m-32s-169806
2,7,DB_V,4,0,2025-05-23--16h-54m-32s-169806
