theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
0.6922153304519882,0,11.949426208811467,19.395036852178933,-14.12754859994879,-16.35998991622714,0.0001,5000
