theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
0.3141592653589793,1.5707963267948966,5.457858208292078,8.742002262700845,6.348922178913163,7.066492006295309,5e-05,30000
