data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-18m-47s,0.0,14.0,5.0,21.0,40.0,1.3438532906163767,0.0
2025-05-23--18h-18m-47s,1.0,18.0,1.0,20.0,40.0,1.131834441185136,0.21998797739545944
2025-05-23--18h-18m-47s,1.0,13.0,10.0,16.0,40.0,1.4957258357181802,0.24497866312686414
2025-05-23--18h-18m-47s,2.0,12.0,9.0,17.0,40.0,1.4957258357181802,0.3304226479114834
2025-05-23--18h-18m-47s,0.0,17.0,6.0,17.0,40.0,1.292206624403246,0.0
2025-05-23--18h-18m-47s,0.5,16.0,5.0,18.5,40.0,1.292206624403246,0.16294147861051939
2025-05-23--18h-18m-47s,0.5,14.0,9.0,16.5,40.0,1.445468495626831,0.17235058989932303
2025-05-23--18h-18m-47s,0.0,11.0,8.0,21.0,40.0,1.4957258357181802,0.0
2025-05-23--18h-18m-47s,0.0,12.0,5.0,23.0,40.0,1.3948905586311804,0.0
2025-05-23--18h-18m-47s,0.0,11.0,7.0,22.0,40.0,1.4706289056333368,0.0
2025-05-23--18h-18m-47s,1.5,16.0,4.0,18.5,40.0,1.2661036727794992,0.27740551649003575
2025-05-23--18h-18m-47s,1.0,13.0,8.0,18.0,40.0,1.445468495626831,0.23147736397017837
2025-05-23--18h-18m-47s,0.5,18.0,8.0,13.5,40.0,1.318116071652818,0.19012560334646678
2025-05-23--18h-18m-47s,0.5,16.0,6.0,17.5,40.0,1.318116071652818,0.16744807921968932
2025-05-23--18h-18m-47s,1.0,14.0,5.0,20.0,40.0,1.3438532906163767,0.21998797739545944
2025-05-23--18h-18m-47s,0.0,12.0,13.0,15.0,40.0,1.5957989316942578,0.0
2025-05-23--18h-18m-47s,0.5,10.0,11.0,18.5,40.0,1.5957989316942578,0.16294147861051939
2025-05-23--18h-18m-47s,0.5,10.0,11.0,18.5,40.0,1.5957989316942578,0.16294147861051939
2025-05-23--18h-18m-47s,0.5,13.0,8.0,18.5,40.0,1.445468495626831,0.16294147861051939
2025-05-23--18h-18m-47s,0.0,11.0,14.0,15.0,40.0,1.6458668178716132,0.0
2025-05-23--18h-18m-47s,0.5,16.0,4.0,19.5,40.0,1.2661036727794992,0.15878021464576067
2025-05-23--18h-18m-47s,0.5,8.0,9.0,22.5,40.0,1.5957989316942578,0.14798146074878374
2025-05-23--18h-18m-47s,0.0,15.0,8.0,17.0,40.0,1.3948905586311804,0.0
2025-05-23--18h-18m-47s,1.0,16.0,7.0,16.0,40.0,1.3438532906163767,0.24497866312686414
2025-05-23--18h-18m-47s,0.5,13.0,6.0,20.5,40.0,1.3948905586311804,0.15492231987081348
2025-05-23--18h-18m-47s,0.0,10.0,13.0,17.0,40.0,1.6458668178716132,0.0
2025-05-23--18h-18m-47s,1.5,5.0,15.0,18.5,40.0,1.8234765819369754,0.27740551649003575
2025-05-23--18h-18m-47s,0.5,19.0,7.0,13.5,40.0,1.2661036727794992,0.19012560334646678
2025-05-23--18h-18m-47s,1.0,14.0,8.0,17.0,40.0,1.4202280540182106,0.23794112483020827
2025-05-23--18h-18m-47s,0.5,14.0,10.0,15.5,40.0,1.4706289056333368,0.17771060084511175
2025-05-23--18h-18m-47s,0.0,14.0,9.0,17.0,40.0,1.445468495626831,0.0
2025-05-23--18h-18m-47s,0.5,11.0,8.0,20.5,40.0,1.4957258357181802,0.15492231987081348
2025-05-23--18h-18m-47s,0.5,17.0,4.0,18.5,40.0,1.2397845987056022,0.16294147861051939
2025-05-23--18h-18m-47s,0.0,13.0,7.0,20.0,40.0,1.4202280540182106,0.0
2025-05-23--18h-18m-47s,0.0,11.0,9.0,20.0,40.0,1.5207754699891267,0.0
2025-05-23--18h-18m-47s,0.5,19.0,9.0,11.5,40.0,1.318116071652818,0.20556893116117386
