Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,50658,57010,67948,50931,118606,107941
1,D,24636,89798,9722,96439,34358,186237
2,R,92639,9075,100382,27084,193021,36159
3,V,47355,60280,60883,54872,108238,115152
4,A,73289,29268,121642,8331,194931,37599
5,L,7040,108105,33230,77697,40270,185802
