,Measurement Basis,TT,TR,RT,RR
0,H,349,114544,732,95579
1,D,58855,57212,70202,47075
2,R,61572,55988,75210,44663
3,V,115735,541,132387,1124
4,A,57053,58593,66796,49134
5,L,55974,61137,65191,51836
