,Measurement Basis,TT,TR,RT,RR
0,H,136942,6456,168880,6476
1,D,73874,72780,72590,83638
2,R,99963,46907,113981,51362
3,V,5851,142002,10617,128783
4,A,69087,76194,102368,58918
5,L,44178,102783,59179,93896
