,Measurement Basis,TT,TR,RT,RR
0,H,46300,39487,48280,32806
1,D,82161,5452,92541,1066
2,R,24778,60449,47671,34532
3,V,39988,44161,48324,31266
4,A,5405,78703,749,69987
5,L,61852,24133,44422,35843
