Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,66310,13111,75373,12495,141683,25606
1,D,15543,73540,11512,59995,27055,133535
2,R,50483,31038,42972,36016,93455,67054
3,V,10566,77811,13008,56798,23574,134609
4,A,61135,18772,76805,10594,137940,29366
5,L,26028,60654,44273,35098,70301,95752
