data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-38m-34s,2.0,5.0,76.0,37.0,120.0
2025-05-23--18h-38m-34s,3.0,10.0,68.0,39.0,120.0
2025-05-23--18h-38m-34s,1.5,5.0,72.0,41.5,120.0
2025-05-23--18h-38m-34s,4.5,7.0,74.0,34.5,120.0
2025-05-23--18h-38m-34s,4.0,6.0,69.0,41.0,120.0
2025-05-23--18h-38m-34s,4.0,11.0,71.0,34.0,120.0
2025-05-23--18h-38m-34s,3.5,12.0,66.0,38.5,120.0
2025-05-23--18h-38m-34s,2.5,6.0,70.0,41.5,120.0
2025-05-23--18h-38m-34s,2.0,5.0,72.0,41.0,120.0
2025-05-23--18h-38m-34s,3.5,8.0,77.0,31.5,120.0
2025-05-23--18h-38m-34s,3.5,10.0,72.0,34.5,120.0
2025-05-23--18h-38m-34s,2.0,12.0,72.0,34.0,120.0
2025-05-23--18h-38m-34s,2.5,10.0,69.0,38.5,120.0
2025-05-23--18h-38m-34s,3.5,4.0,74.0,38.5,120.0
2025-05-23--18h-38m-34s,2.5,8.0,69.0,40.5,120.0
2025-05-23--18h-38m-34s,0.5,12.0,64.0,43.5,120.0
2025-05-23--18h-38m-34s,3.5,3.0,74.0,39.5,120.0
2025-05-23--18h-38m-34s,1.5,8.0,75.0,35.5,120.0
2025-05-23--18h-38m-34s,1.5,9.0,73.0,36.5,120.0
2025-05-23--18h-38m-34s,1.5,6.0,74.0,38.5,120.0
2025-05-23--18h-38m-34s,2.5,8.0,72.0,37.5,120.0
2025-05-23--18h-38m-34s,2.0,6.0,76.0,36.0,120.0
2025-05-23--18h-38m-34s,3.0,12.0,72.0,33.0,120.0
2025-05-23--18h-38m-34s,2.5,9.0,60.0,48.5,120.0
2025-05-23--18h-38m-34s,1.5,8.0,65.0,45.5,120.0
2025-05-23--18h-38m-34s,1.0,7.0,73.0,39.0,120.0
2025-05-23--18h-38m-34s,1.5,8.0,62.0,48.5,120.0
2025-05-23--18h-38m-34s,2.5,9.0,62.0,46.5,120.0
2025-05-23--18h-38m-34s,1.0,11.0,69.0,39.0,120.0
2025-05-23--18h-38m-34s,2.0,5.0,69.0,44.0,120.0
2025-05-23--18h-38m-34s,3.5,13.0,70.0,33.5,120.0
2025-05-23--18h-38m-34s,4.5,10.0,69.0,36.5,120.0
2025-05-23--18h-38m-34s,4.0,7.0,79.0,30.0,120.0
2025-05-23--18h-38m-34s,2.0,13.0,67.0,38.0,120.0
2025-05-23--18h-38m-34s,1.5,4.0,81.0,33.5,120.0
2025-05-23--18h-38m-34s,2.5,9.0,73.0,35.5,120.0
2025-05-23--18h-38m-34s,2.5,8.0,71.0,38.5,120.0
2025-05-23--18h-38m-34s,1.5,10.0,76.0,32.5,120.0
2025-05-23--18h-38m-34s,3.0,10.0,66.0,41.0,120.0
2025-05-23--18h-38m-34s,2.0,6.0,72.0,40.0,120.0
2025-05-23--18h-38m-34s,1.0,6.0,74.0,39.0,120.0
2025-05-23--18h-38m-34s,2.0,3.0,71.0,44.0,120.0
2025-05-23--18h-38m-34s,2.0,14.0,68.0,36.0,120.0
2025-05-23--18h-38m-34s,0.5,10.0,72.0,37.5,120.0
2025-05-23--18h-38m-34s,2.0,12.0,73.0,33.0,120.0
2025-05-23--18h-38m-34s,1.5,9.0,72.0,37.5,120.0
2025-05-23--18h-38m-34s,2.5,8.0,77.0,32.5,120.0
2025-05-23--18h-38m-34s,1.0,8.0,67.0,44.0,120.0
2025-05-23--18h-38m-34s,2.0,7.0,75.0,36.0,120.0
2025-05-23--18h-38m-34s,1.5,8.0,74.0,36.5,120.0
2025-05-23--18h-38m-34s,5.0,7.0,73.0,35.0,120.0
2025-05-23--18h-38m-34s,3.0,4.0,71.0,42.0,120.0
2025-05-23--18h-38m-34s,1.5,13.0,69.0,36.5,120.0
2025-05-23--18h-38m-34s,2.0,6.0,73.0,39.0,120.0
2025-05-23--18h-38m-34s,2.0,5.0,75.0,38.0,120.0
