theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
1.5707963267948966,1.4398966328953218,26.049999999999997,45.0,36.050000000000004,44.999999999999986,60,10,32.7C
