,Measurement Basis,TT,TR,RT,RR
0,H,32671,33033,32362,34356
1,D,26551,38255,11972,54002
2,R,65465,1199,57253,7958
3,V,34247,30585,31144,34324
4,A,39586,24805,52192,12157
5,L,1077,61675,7966,58159
