Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,93668,17866,112773,14834,206441,32700
1,D,92761,17694,93855,29115,186616,46809
2,R,66159,43940,92014,30831,158173,74771
3,V,17571,91415,21796,85785,39367,177200
4,A,17284,91113,31667,80286,48951,171399
5,L,44216,65037,31574,79816,75790,144853
