,Measurement Basis,TT,TR,RT,RR
0,H,93668,17866,112773,14834
1,D,92761,17694,93855,29115
2,R,66159,43940,92014,30831
3,V,17571,91415,21796,85785
4,A,17284,91113,31667,80286
5,L,44216,65037,31574,79816
