theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
0.7853981633974483,0.9424777960769379,13.52503267170461,22.05558247447343,5.340413079768282,-9.940617700024289,10
