,Measurement Basis,TT,TR,RT,RR
0,H,63806,11436,75057,9031
1,D,61898,16550,73113,12280
2,R,30908,53040,48442,31001
3,V,10018,76389,15397,53326
4,A,13446,72804,13637,56131
5,L,44178,35950,36686,38527
