,Measurement Basis,TT,TR,RT,RR
0,H,269,77771,599,63846
1,D,34817,38814,47942,31619
2,R,34990,38283,50519,30260
3,V,68644,460,91511,1120
4,A,33832,40505,45682,34212
5,L,33326,41583,45430,34167
