,Measurement Basis,TT,TR,RT,RR
0,H,93132,5301,131939,4282
1,D,64900,40177,89668,36450
2,R,37628,72217,60700,60363
3,V,4452,112028,7569,99634
4,A,32735,77748,40583,75485
5,L,58545,46028,67397,53175
