Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,20794,128012,23167,110250,43961,238262
1,D,23209,127869,36751,104202,59960,232071
2,R,74928,74787,61448,84840,136376,159627
3,V,126330,22344,139811,22246,266141,44590
4,A,124441,23474,136516,26043,260957,49517
5,L,73392,75975,113187,43547,186579,119522
