theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
1.1780972450961724,1.5707963267948966,19.990878037864487,33.432251232182566,24.400455269242915,30.937583285293517,5e-05,30000
