theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
2.502624656249496,0,38.16230301164995,72.11851625836685,-43.05311561263495,-75.0346651394204,0.0001,20000
