Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,49189,60196,67059,53209,116248,113405
1,D,49434,60454,34816,79975,84250,140429
2,R,100629,466,126119,8076,226748,8542
3,V,50905,58691,66559,53694,117464,112385
4,A,49367,59460,99636,28013,149003,87473
5,L,260,118444,9401,99151,9661,217595
