,Measurement Basis,TT,TR,RT,RR
0,H,49189,60196,67059,53209
1,D,49434,60454,34816,79975
2,R,100629,466,126119,8076
3,V,50905,58691,66559,53694
4,A,49367,59460,99636,28013
5,L,260,118444,9401,99151
