Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,73337,3196,85263,2857,158600,6053
1,D,49291,31300,57547,23201,106838,54501
2,R,31828,52595,40612,36281,72440,88876
3,V,2605,84868,4693,60450,7298,145318
4,A,25729,57247,27020,45228,52749,102475
5,L,43505,37191,42246,33310,85751,70501
