,Measurement Basis,TT,TR,RT,RR
0,H,73337,3196,85263,2857
1,D,49291,31300,57547,23201
2,R,31828,52595,40612,36281
3,V,2605,84868,4693,60450
4,A,25729,57247,27020,45228
5,L,43505,37191,42246,33310
