Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,36560,39546,40271,34110,76831,73656
1,D,4619,76220,735,63713,5354,139933
2,R,52337,21647,45162,33165,97499,54812
3,V,33765,43609,42732,33188,76497,76797
4,A,65409,6012,86866,1104,152275,7116
5,L,18352,60999,43193,33712,61545,94711
