,Measurement Basis,TT,TR,RT,RR
0,H,36560,39546,40271,34110
1,D,4619,76220,735,63713
2,R,52337,21647,45162,33165
3,V,33765,43609,42732,33188
4,A,65409,6012,86866,1104
5,L,18352,60999,43193,33712
