,Measurement Basis,TT,TR,RT,RR
0,H,74234,72399,85093,64592
1,D,22816,125856,4843,128142
2,R,125103,21450,109540,47880
3,V,71157,77147,76501,71607
4,A,122126,24468,163033,4726
5,L,20439,128069,59175,86622
