Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,74234,72399,85093,64592,159327,136991
1,D,22816,125856,4843,128142,27659,253998
2,R,125103,21450,109540,47880,234643,69330
3,V,71157,77147,76501,71607,147658,148754
4,A,122126,24468,163033,4726,285159,29194
5,L,20439,128069,59175,86622,79614,214691
