Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,245,113462,570,94662,815,208124
1,D,48517,58499,67166,47713,115683,106212
2,R,50488,55246,69912,45378,120400,100624
3,V,97623,464,128440,1168,226063,1632
4,A,49788,56000,66144,48468,115932,104468
5,L,47675,58127,65050,48845,112725,106972
