Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,22376,123630,24658,106144,47034,229774
1,D,52979,94567,39840,98264,92819,192831
2,R,121744,25406,126197,33237,247941,58643
3,V,124390,23496,138822,23114,263212,46610
4,A,92768,54780,130864,28928,223632,83708
5,L,25573,123197,48214,93092,73787,216289
