,Measurement Basis,TT,TR,RT,RR
0,H,22376,123630,24658,106144
1,D,52979,94567,39840,98264
2,R,121744,25406,126197,33237
3,V,124390,23496,138822,23114
4,A,92768,54780,130864,28928
5,L,25573,123197,48214,93092
