,Measurement Basis,TT,TR,RT,RR
0,H,94919,18009,114400,14013
1,D,90212,23114,108004,18862
2,R,35510,78281,58984,57813
3,V,17655,96392,22167,85780
4,A,22239,91785,18871,90908
5,L,76997,36965,65304,52518
