Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,94919,18009,114400,14013,209319,32022
1,D,90212,23114,108004,18862,198216,41976
2,R,35510,78281,58984,57813,94494,136094
3,V,17655,96392,22167,85780,39822,182172
4,A,22239,91785,18871,90908,41110,182693
5,L,76997,36965,65304,52518,142301,89483
