data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-13m-17s,4.5,82.0,30.0,83.5,200.0
2025-05-23--18h-13m-17s,2.0,86.0,21.0,91.0,200.0
2025-05-23--18h-13m-17s,1.0,87.0,32.0,80.0,200.0
2025-05-23--18h-13m-17s,5.0,94.0,29.0,72.0,200.0
2025-05-23--18h-13m-17s,5.0,79.0,27.0,89.0,200.0
2025-05-23--18h-13m-17s,3.0,78.0,35.0,84.0,200.0
2025-05-23--18h-13m-17s,3.0,90.0,29.0,78.0,200.0
2025-05-23--18h-13m-17s,2.0,82.0,40.0,76.0,200.0
2025-05-23--18h-13m-17s,2.5,77.0,44.0,76.5,200.0
2025-05-23--18h-13m-17s,3.5,89.0,31.0,76.5,200.0
2025-05-23--18h-13m-17s,1.5,89.0,21.0,88.5,200.0
2025-05-23--18h-13m-17s,5.0,96.0,21.0,78.0,200.0
2025-05-23--18h-13m-17s,2.5,83.0,19.0,95.5,200.0
2025-05-23--18h-13m-17s,2.0,98.0,28.0,72.0,200.0
2025-05-23--18h-13m-17s,3.5,80.0,32.0,84.5,200.0
2025-05-23--18h-13m-17s,2.5,88.0,22.0,87.5,200.0
2025-05-23--18h-13m-17s,2.0,88.0,28.0,82.0,200.0
2025-05-23--18h-13m-17s,4.0,80.0,32.0,84.0,200.0
2025-05-23--18h-13m-17s,1.0,75.0,32.0,92.0,200.0
2025-05-23--18h-13m-17s,2.5,93.0,34.0,70.5,200.0
2025-05-23--18h-13m-17s,2.5,78.0,30.0,89.5,200.0
2025-05-23--18h-13m-17s,4.0,78.0,40.0,78.0,200.0
2025-05-23--18h-13m-17s,3.0,86.0,32.0,79.0,200.0
2025-05-23--18h-13m-17s,3.0,83.0,32.0,82.0,200.0
2025-05-23--18h-13m-17s,6.0,81.0,31.0,82.0,200.0
2025-05-23--18h-13m-17s,2.5,93.0,30.0,74.5,200.0
2025-05-23--18h-13m-17s,2.5,90.0,28.0,79.5,200.0
2025-05-23--18h-13m-17s,3.5,83.0,32.0,81.5,200.0
2025-05-23--18h-13m-17s,2.5,74.0,29.0,94.5,200.0
2025-05-23--18h-13m-17s,1.0,84.0,34.0,81.0,200.0
2025-05-23--18h-13m-17s,3.0,81.0,25.0,91.0,200.0
2025-05-23--18h-13m-17s,3.5,94.0,28.0,74.5,200.0
2025-05-23--18h-13m-17s,2.0,89.0,28.0,81.0,200.0
2025-05-23--18h-13m-17s,2.5,83.0,37.0,77.5,200.0
2025-05-23--18h-13m-17s,5.0,86.0,33.0,76.0,200.0
