Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,131041,536,129890,1183,260931,1719
1,D,65002,67095,60742,52587,125744,119682
2,R,66992,67503,61417,54586,128409,122089
3,V,309,131696,727,95391,1036,227087
4,A,65554,65718,64798,49631,130352,115349
5,L,65556,67954,63905,51083,129461,119037
