,Measurement Basis,TT,TR,RT,RR
0,H,131041,536,129890,1183
1,D,65002,67095,60742,52587
2,R,66992,67503,61417,54586
3,V,309,131696,727,95391
4,A,65554,65718,64798,49631
5,L,65556,67954,63905,51083
