,Measurement Basis,TT,TR,RT,RR
0,H,95178,424,133025,1009
1,D,48636,56961,63437,54884
2,R,47604,58803,61750,57530
3,V,252,114010,760,101002
4,A,46525,57837,63885,54160
5,L,47338,56779,63617,54203
