Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,19917,98670,21937,80989,41854,179659
1,D,103910,16201,111675,17124,215585,33325
2,R,58816,61369,92017,32627,150833,93996
3,V,99590,20240,116664,13410,216254,33650
4,A,15720,104301,25180,82327,40900,186628
5,L,60472,58847,47259,64812,107731,123659
