,Measurement Basis,TT,TR,RT,RR
0,H,19917,98670,21937,80989
1,D,103910,16201,111675,17124
2,R,58816,61369,92017,32627
3,V,99590,20240,116664,13410
4,A,15720,104301,25180,82327
5,L,60472,58847,47259,64812
