,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,4494,0,105967,0,0,0,0,0,3245,0,113364,0,0,0,0,22519,570,788,39,1
1,6.67,0,4466,0,104404,0,0,0,0,0,3404,0,112762,0,0,0,0,22130,588,786,44,1
2,7.07,0,4634,0,105599,0,0,0,0,0,3309,0,113974,0,0,0,0,22536,524,833,43,1
3,7.47,0,4497,0,105674,0,0,0,0,0,3262,0,113412,0,0,0,0,22624,596,781,26,1
4,7.87,0,4539,0,105026,0,0,0,0,0,3324,0,113155,0,0,0,0,22223,571,799,29,1
5,8.27,0,4532,0,105255,0,0,0,0,0,3238,0,112620,0,0,0,0,22521,535,798,32,1
6,8.67,0,4474,0,105350,0,0,0,0,0,3235,0,113742,0,0,0,0,22935,562,801,49,1
7,9.07,0,4547,0,105396,0,0,0,0,0,3302,0,113146,0,0,0,0,22787,577,827,45,1
8,9.47,0,4498,0,103984,0,0,0,0,0,3212,0,111844,0,0,0,0,21392,552,796,41,1
9,9.87,0,4469,0,100658,0,0,0,0,0,3385,0,106711,0,0,0,0,12007,589,666,45,1
10,9.97,0,4378,0,97727,0,0,0,0,0,3260,0,104797,0,0,0,0,8063,596,674,36,1
11,10.07,0,4418,0,95986,0,0,0,0,0,3289,0,102419,0,0,0,0,4420,579,607,43,1
12,10.17,0,4352,0,95941,0,0,0,0,0,3256,0,102099,0,0,0,0,1894,608,590,27,1
13,10.27,0,4399,0,94643,0,0,0,0,0,3367,0,101099,0,0,0,0,594,604,622,37,1
14,10.37,0,4387,0,95166,0,0,0,0,0,3248,0,100966,0,0,0,0,1141,586,630,23,1
15,10.47,0,4343,0,95815,0,0,0,0,0,3292,0,102482,0,0,0,0,3301,620,604,35,1
16,10.57,0,4372,0,97956,0,0,0,0,0,3302,0,103490,0,0,0,0,6789,588,669,40,1
17,10.67,0,4470,0,99820,0,0,0,0,0,3349,0,106302,0,0,0,0,10548,622,706,31,1
18,10.77,0,4520,0,101346,0,0,0,0,0,3222,0,108375,0,0,0,0,14059,596,714,39,1
19,11.07,0,4445,0,104238,0,0,0,0,0,3396,0,112340,0,0,0,0,20679,558,790,37,1
20,11.47,0,4518,0,105142,0,0,0,0,0,3314,0,113280,0,0,0,0,22359,591,826,47,1
21,11.87,0,4514,0,104525,0,0,0,0,0,3299,0,113011,0,0,0,0,22075,564,775,33,1
22,12.27,0,4408,0,104234,0,0,0,0,0,3267,0,112546,0,0,0,0,22342,582,796,39,1
23,12.67,0,4583,0,104935,0,0,0,0,0,3311,0,112563,0,0,0,0,22268,582,772,37,1
24,13.07,0,4427,0,104537,0,0,0,0,0,3340,0,112903,0,0,0,0,22250,587,764,43,1
25,13.47,0,4544,0,105584,0,0,0,0,0,3440,0,113799,0,0,0,0,22493,582,756,38,1
26,13.87,0,4418,0,106766,0,0,0,0,0,3307,0,114097,0,0,0,0,22544,533,735,43,1
27,14.27,0,4461,0,104628,0,0,0,0,0,3247,0,112787,0,0,0,0,22431,534,780,38,1
