Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,31327,82042,43089,71304,74416,153346
1,D,72267,33434,67882,52558,140149,85992
2,R,90772,11752,131242,3462,222014,15214
3,V,69847,36971,93430,33451,163277,70422
4,A,27326,86954,66631,54579,93957,141533
5,L,10099,107184,5910,102908,16009,210092
