Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,40702,39428,48102,31863,88804,71291
1,D,72822,2668,77850,11540,150672,14208
2,R,48912,30628,78449,10670,127361,41298
3,V,33904,47211,47644,33021,81548,80232
4,A,1992,83146,14287,58046,16279,141192
5,L,25803,56730,13099,58552,38902,115282
