detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,0,2025-05-23--16h-57m-24s-557190
9,11,SB,0,0,2025-05-23--16h-57m-24s-557190
9,10,SB,0,0,2025-05-23--16h-57m-24s-557190
11,12,SB,0,0,2025-05-23--16h-57m-24s-557190
10,12,SB,0,1,2025-05-23--16h-57m-24s-557190
10,11,DB_V,0,0,2025-05-23--16h-57m-24s-557190
1,9,C,0,0,2025-05-23--16h-57m-24s-557190
1,12,C,0,0,2025-05-23--16h-57m-24s-557190
1,11,C,0,0,2025-05-23--16h-57m-24s-557190
1,10,C,0,0,2025-05-23--16h-57m-24s-557190
1,4,DB_H,0,0,2025-05-23--16h-57m-24s-557190
1,7,SB,0,0,2025-05-23--16h-57m-24s-557190
1,2,SB,0,0,2025-05-23--16h-57m-24s-557190
4,9,C,0,0,2025-05-23--16h-57m-24s-557190
4,12,C,0,0,2025-05-23--16h-57m-24s-557190
4,11,C,0,0,2025-05-23--16h-57m-24s-557190
4,10,C,0,0,2025-05-23--16h-57m-24s-557190
4,7,SB,0,0,2025-05-23--16h-57m-24s-557190
7,9,C,0,0,2025-05-23--16h-57m-24s-557190
7,12,C,0,0,2025-05-23--16h-57m-24s-557190
7,11,C,0,0,2025-05-23--16h-57m-24s-557190
7,10,C,0,0,2025-05-23--16h-57m-24s-557190
2,9,C,0,0,2025-05-23--16h-57m-24s-557190
2,12,C,0,0,2025-05-23--16h-57m-24s-557190
2,11,C,0,0,2025-05-23--16h-57m-24s-557190
2,10,C,0,0,2025-05-23--16h-57m-24s-557190
2,4,SB,0,0,2025-05-23--16h-57m-24s-557190
2,7,DB_V,0,0,2025-05-23--16h-57m-24s-557190
9,12,DB_H,1,0,2025-05-23--16h-57m-24s-581600
9,11,SB,1,0,2025-05-23--16h-57m-24s-581600
9,10,SB,1,0,2025-05-23--16h-57m-24s-581600
11,12,SB,1,1,2025-05-23--16h-57m-24s-581600
10,12,SB,1,1,2025-05-23--16h-57m-24s-581600
10,11,DB_V,1,0,2025-05-23--16h-57m-24s-581600
1,9,C,1,0,2025-05-23--16h-57m-24s-581600
1,12,C,1,0,2025-05-23--16h-57m-24s-581600
1,11,C,1,0,2025-05-23--16h-57m-24s-581600
1,10,C,1,0,2025-05-23--16h-57m-24s-581600
1,4,DB_H,1,0,2025-05-23--16h-57m-24s-581600
1,7,SB,1,0,2025-05-23--16h-57m-24s-581600
1,2,SB,1,0,2025-05-23--16h-57m-24s-581600
4,9,C,1,0,2025-05-23--16h-57m-24s-581600
4,12,C,1,0,2025-05-23--16h-57m-24s-581600
4,11,C,1,0,2025-05-23--16h-57m-24s-581600
4,10,C,1,0,2025-05-23--16h-57m-24s-581600
4,7,SB,1,0,2025-05-23--16h-57m-24s-581600
7,9,C,1,0,2025-05-23--16h-57m-24s-581600
7,12,C,1,0,2025-05-23--16h-57m-24s-581600
7,11,C,1,0,2025-05-23--16h-57m-24s-581600
