Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,21050,128322,22880,110917,43930,239239
1,D,27173,122320,29554,108485,56727,230805
2,R,93992,54459,83257,67490,177249,121949
3,V,126405,22230,139952,22761,266357,44991
4,A,120525,27812,142821,20341,263346,48153
5,L,53946,95431,91951,60923,145897,156354
