,Measurement Basis,TT,TR,RT,RR
0,H,83096,16843,114661,16355
1,D,19584,94381,19190,92089
2,R,65966,38985,64657,56468
3,V,13696,100165,16561,91831
4,A,77604,23700,110871,18232
5,L,31714,79030,65512,55390
