Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,83096,16843,114661,16355,197757,33198
1,D,19584,94381,19190,92089,38774,186470
2,R,65966,38985,64657,56468,130623,95453
3,V,13696,100165,16561,91831,30257,191996
4,A,77604,23700,110871,18232,188475,41932
5,L,31714,79030,65512,55390,97226,134420
