Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,33134,28933,28771,27318,61905,56251
1,D,61867,1321,56110,1099,117977,2420
2,R,24757,37464,35970,21099,60727,58563
3,V,30407,32020,31742,24834,62149,56854
4,A,1221,58533,1272,53696,2493,112229
5,L,38580,23422,21780,34058,60360,57480
