Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,93266,4546,131296,4192,224562,8738
1,D,66595,37906,82825,42421,149420,80327
2,R,52417,54848,78044,45702,130461,100550
3,V,3879,112653,6696,100973,10575,213626
4,A,30851,79456,47827,69593,78678,149049
5,L,45023,63340,49772,67929,94795,131269
