,Measurement Basis,TT,TR,RT,RR
0,H,21211,127236,23133,110026
1,D,37905,110796,31523,106631
2,R,110769,38199,105854,49987
3,V,125698,22650,140365,22767
4,A,108393,38779,139080,21633
5,L,36928,112258,68658,78587
