data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-05-30--12h-27m-45s,0.5,39.0,0.0,0.5,40.0,,0.22407528530181936,0.7853981633974483
2025-05-30--12h-27m-45s,1.0,39.0,0.0,0.0,40.0,,0.22407528530181936,1.5707963267948966
2025-05-30--12h-27m-45s,1.0,39.0,0.0,0.0,40.0,,0.22407528530181936,1.5707963267948966
2025-05-30--12h-27m-45s,0.0,39.0,0.0,1.0,40.0,,0.22407528530181936,0.0
2025-05-30--12h-27m-45s,2.0,38.0,0.0,0.0,40.0,,0.3175604292915215,1.5707963267948966
2025-05-30--12h-27m-45s,2.0,37.0,0.0,1.0,40.0,,0.3897607327974747,0.9553166181245093
2025-05-30--12h-27m-45s,2.0,37.0,0.0,1.0,40.0,,0.3897607327974747,0.9553166181245093
2025-05-30--12h-27m-45s,0.5,39.0,0.0,0.5,40.0,,0.22407528530181936,0.7853981633974483
2025-05-30--12h-27m-45s,1.0,39.0,0.0,0.0,40.0,,0.22407528530181936,1.5707963267948966
2025-05-30--12h-27m-45s,1.5,38.0,0.0,0.5,40.0,,0.3175604292915215,1.0471975511965976
2025-05-30--12h-27m-45s,1.0,39.0,0.0,0.0,40.0,,0.22407528530181936,1.5707963267948966
2025-05-30--12h-27m-45s,1.5,37.0,0.0,1.5,40.0,,0.3897607327974747,0.7853981633974483
2025-05-30--12h-27m-45s,2.0,36.0,0.0,2.0,40.0,,0.45102681179626236,0.7853981633974483
2025-05-30--12h-27m-45s,0.5,39.0,0.0,0.5,40.0,,0.22407528530181936,0.7853981633974483
2025-05-30--12h-27m-45s,0.0,39.0,0.0,1.0,40.0,,0.22407528530181936,0.0
2025-05-30--12h-27m-45s,1.5,38.0,0.0,0.5,40.0,,0.3175604292915215,1.0471975511965976
2025-05-30--12h-27m-45s,1.0,38.0,0.0,1.0,40.0,,0.3175604292915215,0.7853981633974483
2025-05-30--12h-27m-45s,1.0,39.0,0.0,0.0,40.0,,0.22407528530181936,1.5707963267948966
2025-05-30--12h-27m-45s,0.5,39.0,0.0,0.5,40.0,,0.22407528530181936,0.7853981633974483
2025-05-30--12h-27m-45s,0.0,40.0,0.0,0.0,40.0,,0.0,
2025-05-30--12h-27m-45s,1.0,38.0,0.0,1.0,40.0,,0.3175604292915215,0.7853981633974483
2025-05-30--12h-27m-45s,1.0,38.0,0.0,1.0,40.0,,0.3175604292915215,0.7853981633974483
2025-05-30--12h-27m-45s,0.5,39.0,0.0,0.5,40.0,,0.22407528530181936,0.7853981633974483
2025-05-30--12h-27m-45s,1.0,39.0,0.0,0.0,40.0,,0.22407528530181936,1.5707963267948966
2025-05-30--12h-27m-45s,1.5,78.0,0.0,0.5,80.0,,0.22407528530181936,1.0471975511965976
2025-05-30--12h-27m-45s,1.0,78.0,0.0,1.0,80.0,,0.22407528530181936,0.7853981633974483
2025-05-30--12h-27m-45s,4.0,75.0,0.0,1.0,80.0,,0.3554212016902235,1.1071487177940904
2025-05-30--12h-27m-45s,2.5,76.0,0.0,1.5,80.0,,0.3175604292915215,0.9117382909684876
2025-05-30--12h-27m-45s,2.5,77.0,0.0,0.5,80.0,,0.274724397834132,1.1502619915109316
2025-05-30--12h-27m-45s,2.5,76.0,0.0,1.5,80.0,,0.3175604292915215,0.9117382909684876
2025-05-30--12h-27m-45s,2.5,75.0,0.0,2.5,80.0,,0.3554212016902235,0.7853981633974483
2025-05-30--12h-27m-45s,1.5,77.0,0.0,1.5,80.0,,0.274724397834132,0.7853981633974483
2025-05-30--12h-27m-45s,2.0,77.0,0.0,1.0,80.0,,0.274724397834132,0.9553166181245093
2025-05-30--12h-27m-45s,0.5,79.0,0.0,0.5,80.0,,0.1582790499248209,0.7853981633974483
